0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
126,CH-MF-000015764,Manufacturer,Switzerland,Biosensors Europe SA,CHE-112.284.230,-,-,Rue de Lausanne,29,-,-,Morges,1110,Switzerland,Regulatory_MO@biosensors.com,-,www.biosensors.com
127,US-MF-000024027,Manufacturer,United States,NuStep,,,,Halyard Dr,47700,,,Plymouth,48170,United States,tyoung@nustep.com,,nustep.com
128,TR-MF-000025605,Manufacturer,Turkey,ONAT ORTOPEDİ REHABİLİTASYON MEDİKAL SANAYİ VE TİC. LTD ŞTİ.,6420358094,,2667269058010,VATAN CADDESİ ,35/A,MURATPAŞA MAH.VATAN CAD. NO.35/A FATİH/İSTANBUL ,,İSTANBUL,34093,Turkey,c.erdem99@gmail.com,+90 212 585 76 77,
129,DE-MF-000019824,Manufacturer,Germany,avateramedical GmbH,DE278506896,,"Amtsgericht Jena, HRB 507818",Ernst-Ruska-Ring,23,,,Jena,07745,Germany,regulatory@avateramedical.com,,https://www.avatera.eu/
130,FR-MF-000014279,Manufacturer,France,GIBAUD,FR 88 544 501 927,,,Rue de la Tour,73,,,SAINT-ETIENNE,42000,France,mmievre@gibaud.com,+33477913030,www.gibaud.com
131,NL-MF-000005210,Manufacturer,Netherlands,OIM Holding BV,8034-49690 B01,NL803449690,02054883,Balkendwarsweg,5,,,Assen,9405PT,Netherlands,info@oim.nl,+31592394260,www.oim.nl
132,DE-MF-000011231,Manufacturer,Germany,Paradigm Spine GmbH,DE238136687,DE5839963,Stuttgart HRB 451324 ,Eisenbahnstrasse ,84,,,Wurmlingen,78573 ,Germany,franz.menean@medagent.de,+49746399540,https://www.surgalign.com/
133,CH-MF-000020981,Manufacturer,Switzerland,Haag-Streit AG,CHE-105.968.524,DE369583935937938,,Gartenstadtstrasse 10,10,,,Köniz,3098,Switzerland,regulatory@haag-streit.com,+41 31 978 01 11,www.haag-streit.com
134,DE-MF-000025661,Manufacturer,Germany,REGENAPLEX GmbH Homöopathische Komplexmittel,DE 142313457,,HRB 380296,Robert-Bosch-Strasse ,3,,,Konstanz,78467,Germany,info@regenaplex.de,+49 7531 8 92 69 30,www.regenaplex.de
135,SE-MF-000025702,Manufacturer,Sweden,Episurf Operations AB,SE556921773901,,,Karlavägen,60,,,Stockholm,11449,Sweden,info@episurf.com,,
136,DE-MF-000006528,Manufacturer,Germany,Völker GmbH,DE 312721931,DE684896150347219,Amtsgericht Bochum HRB16725,Wullener Feld ,79,,,Witten,58454,Germany,sicherheitsbeauftragter@voelker.de,,www.voelker.de
137,CH-MF-000025604,Manufacturer,Switzerland,Pilatus Swiss Dental Gmbh,CHE-397.739.889 MWST,,CHE-397.739.889,Dorfchärn,,,,Egolzwil,6243,Switzerland,quality@pilatusswiss.com,,
138,DE-MF-000025752,Manufacturer,Germany,Softcompress Dennis Ptasik,DE272302031,DE828908744317279,111 5230 2697 ,Kiekenberg ,3,,,Essen,45359,Germany,info@softcompress.de,02015139242,www.softcompress.de
139,CN-MF-000025931,Manufacturer,China,"Jiangyin Fanmei Medical Device Co., Ltd.",,,913202813309599517,"No.19 Yishan Rd, Lingang Street",,,,Jiangyin,214400,China,info@fmsyringe.com,,
140,BE-MF-000021567,Manufacturer,Belgium,Qaelum NV,BE 0840 884 387,,,Gaston Geenslaan,9,,,Heverlee,3001,Belgium,qara@qaelum.com,+32 16 50 27 37,www.qaelum.com
141,CN-MF-000013153,Manufacturer,China,"Xianning Marveldas Protective Articles Co., Ltd.",,,,"No. 30, GuiShan Road, High-tech Industrial Park, Xianning City,",,,,Hubei,437000,China,Zhu@marveldas.com,,
142,FI-MF-000025545,Manufacturer,Finland,Mediseam Oy,FI06409763,FI0640976-3,0640976-3,Kouvolantie,429,,,Nastola,15550,Finland,info@mediseam.fi,+358103974500,www.mediseam.fi
143,JP-MF-000008990,Manufacturer,Japan,"Machida Endoscope Co., Ltd.",,,,Abiko,1-15-12,,,Abiko-shi,270-1166,Japan,overseas@machida-eds.co.jp,,http://www.machida-eds.co.jp/index_e.html
144,US-MF-000004882,Manufacturer,United States,Fillauer Companies Inc,,,,Amnicola Hwy,2710,,,Chattanooga,TN 37406,United States,tdralle@fillauer.com,,
145,CN-MF-000025732,Manufacturer,China,"Chongqing RuiYu Instrument Equipment Co., Ltd.",,,91500109565607600L,"Road 1, Tongjiaxi Industrial Park",No. 5-1,BeiBei District,,ChongQing,400700,China,466615790@qq.com,,
146,CN-MF-000025765,Manufacturer,China,"Beijing Biogench Biotechnology Co., Ltd",,,911101150896075290,"Building 3, No.9, Tianfu street, Daxing biomedical industry base, Zhongguancun Science and Technology Park, Daxing District", No.9,,,"Daxing District, Beijing",102600,China,zjc4081603@163.com,+86-18601288996,
147,DE-MF-000025744,Manufacturer,Germany,BMC-PRIMA GmbH,DE255813814,DE7390424,723126,Herrenbachstrasse,17,,,Uhingen,73066,Germany,caroline.mueller@prima-medical.de,+49 7163 9954 995,www.prima-medical.de
148,CN-MF-000025682,Manufacturer,China,"Jiangsu Kangbao Medical Equipment Co., Ltd.",,,,"78#, North Suzhong Road, Baoying",78#,,,Yangzhou,225800,China,Jeffreyvan@js-kangbao.com,+86-18921918521,
149,GB-MF-000009055,Manufacturer,United Kingdom (ex Northern Ireland),Cavendish Implants Ltd.,GB919034527,GB919034527000,,Wimpole,45,,,London,W1G 8SA,United Kingdom (ex Northern Ireland),office@cavendishimplants.com,,www.cavendishimplants.com
150,FI-MF-000025573,Manufacturer,Finland,Carry and Export Finland Oy,FI23475949,,2347594-9,Meijerikatu ,1,Meijerikatu 1 ,,Kiuruvesi,74700,Finland,juha.kauhanen@caef.fi,+358400377912,www.finnergo.eu
151,IT-MF-000008219,Manufacturer,Italy,HERNIAMESH SRL,02791540616,IT02791540616,02245180613,VIA FRATELLI MELIGA ,1/C,,,CHIVASSO,10034,Italy,CHANGE-HEAD@HERNIAMESH.IT,,http://www.herniamesh.com/it/
152,FR-MF-000002214,Manufacturer,France,HYPHEN BioMed,FR40 421645979,FR42164597900038,421645979,Rue d'Eragny,155,,,Neuville-sur-Oise,95000,France,info@hyphen-biomed.com,+33 1 34 40 65 10,www.hyphen-biomed.com
153,US-MF-000016337,Manufacturer,United States,Siemens Healthcare Diagnostics Inc.,,no EORI,no national trade register,Flanders Bartley Rd.,62,,,Flanders,NJ 07836,United States,contact@siemens-healthineers.com,+1 877 229 3711,www.siemens-healthineers.com
154,DE-MF-000017892,Manufacturer,Germany,HumanOptics Holding AG,DE343981511,DE958406163575098,Registergericht Fürth HRB 18844,Spardorfer Str. ,150,,,Erlangen,91054,Germany,prrc@humanoptics.com,+49 (0) 9131 50665-85,www.humanoptics.com 
155,DE-MF-000011039,Manufacturer,Germany,Arca Medica GmbH,DE249480374,DE6214980000,,Talstraße ,7,,,Baden-Baden ,76534,Germany,info@arca-medica.com,+49 7223 80805210,www.arca-medica.com
156,CN-MF-000025964,Manufacturer,China,"Biobase Diagnostic Technology (Shandong) Co., Ltd.",,,,"909#, Office Building, Xiaoya Industrial Park, No.51 South Gongye Road, High-tech District",,,,Jinan,250000,China,351681862@qq.com,,
157,FR-MF-000004141,Manufacturer,France,Micro-Mega SA,FR 93 612 820 225,FR61282022500011,SIRET : 612 820 225 000 11,rue du tunnel,12,,,BESANCON,25000,France,mmb@micro-mega.com,+33 3 81 54 42 42,https://micro-mega.com/
158,NL-MF-000011503,Manufacturer,Netherlands,TeMeCo B.V.,NL852037582B01,NL852037582,56242956,Stationsplein,99,Unit 232,,Heerhugowaard,1703 WE,Netherlands,info@temeco.nl,,www.temeco.nl
159,CN-MF-000025965,Manufacturer,China,"Guangdong Yadeng Medical Apparatus CO., LTD",,,,Fenggong Road,No.2," Factory 2, Nansha Industrial Zone, Danzao Town, Nanhai District",,Foshan,528216,China,Louis@fsyadeng.com,0757-86603813,www.yadengdental.com
160,CN-MF-000020377,Manufacturer,China,"Nano Diagnosis for Health Biotech (Guangzhou) Co., Ltd",,,91440101MA9W0T3Y9D,"6F&7F&8F, No. 3 of The GBA National Institute for Nanotechnology  Innovation, Hulin Road, Huangpu District",,,,Guangzhou,510535,China,gndk@cndhbio.com,+86-15827363615,
161,DE-MF-000017892,Manufacturer,Germany,HumanOptics Holding AG,DE343981511,DE958406163575098,Registergericht Fürth HRB 18844,Spardorfer Str. ,150,,,Erlangen,91054,Germany,prrc@humanoptics.com,+49 (0) 9131 50665-85,www.humanoptics.com 
162,CN-MF-000020377,Manufacturer,China,"Nano Diagnosis for Health Biotech (Guangzhou) Co., Ltd",,,91440101MA9W0T3Y9D,"6F&7F&8F, No. 3 of The GBA National Institute for Nanotechnology  Innovation, Hulin Road, Huangpu District", No. 3,,,Guangzhou,510535,China,gndk@cndhbio.com,+86-15827363615,
163,DE-MF-000017892,Manufacturer,Germany,HumanOptics Holding AG,DE343981511,DE958406163575098,Registergericht Fürth HRB 18844,Spardorfer Str. ,150,,,Erlangen,91054,Germany,prrc@humanoptics.com,+49 (0) 9131 50665-79,www.humanoptics.com 
164,EE-MF-000024746,Manufacturer,Estonia,Corpowear OÜ,EE101359430,,,Turu,41,,,Tartu,50106,Estonia,info@corpowear.com,+372 5557 0111,https://corpowear.com/
165,BE-MF-000003701,Manufacturer,Belgium,Nikkiso Belgium bv, BE0542825064, BE0542825064,Kruispuntbank van ondernemingen,Industriepark,6,,,Tienen,3300,Belgium,regulatory@nikkisomedical.com,+3216781770,www.nikkisomedical.com
166,DK-MF-000025666,Manufacturer,Denmark,IVFtech ApS,20892307,DK20892307,,Klintehøj Vænge,3,,,Birkerød,3460,Denmark,merete@ivftech.com,,https://www.ivftech.com/
167,LU-MF-000025821,Manufacturer,Luxembourg,WOOD OPTIC DIFFUSION,LU16490577,,B93658,Op der Héi,11A,,,Hosingen,9809,Luxembourg,info@gold-and-wood.com,,www.gold-and-wood.com
168,FR-MF-000003452,Manufacturer,France,AVEC DIABILIVE,FR69894358837,,,AVENUE DU HAUT LEVEQUE ,218 - 228,,,PESSAC,33600,France,contact@diabilive.com,,www.diabilive.com
169,NL-MF-000007849,Manufacturer,Netherlands,SurgiCube International BV,NL815162996B01,,,Seggelant-Noord 4,,,,Vierpolders,3237 MG,Netherlands,info@surgicube.com,+31181760600,www.surgicube.com
170,DE-MF-000010001,Manufacturer,Germany,G. Pohl-Boskamp GmbH & Co. KG,DE134775891,,,,,,,Hohenlockstedt,25551,Germany,Medizinprodukte@Pohl-Boskamp.de,,
171,TW-MF-000023341,Manufacturer,Taiwan,Eurogreen International Inc.,,EORI-DE324074953621185,,"NO.48, LN. 220, SEC. 1, FUZUN RD",,,,"YUANLIN CITY, CHANGHUA COUNTY",51055,Taiwan,sales@supamobility.com,,
172,GB-MF-000009734,Manufacturer,United Kingdom (ex Northern Ireland),NOxBOX Limited,GB217896861,217896861000,09563860,Eurolink Gateway,1 ,Castle Road,,Sittingbourne,ME10 3AG,United Kingdom (ex Northern Ireland),aic@mhra.gov.uk,,
173,CA-MF-000008243,Manufacturer,Canada,Huron Technologies International Inc.,,,,King Street North,1620,,504,"St. Jacobs, ON",N0N2N0,Canada,pjose@hurondigitalpathology.com,+15198869013,https://www.hurondigitalpathology.com/
174,XI-MF-000025475,Manufacturer,United Kingdom (Northern Ireland only),Prestige Diagnostics UK Ltd,GB152469992,,NI610548,Ballymena Business Centre,,,,Galgorm,BT42 1FL,United Kingdom (Northern Ireland only),info@prestigediagnostics.co.uk,+442825642100,https://prestigediagnostics.co.uk/
175,AU-MF-000025568,Manufacturer,Australia,ZiP Diagnostics Pty Ltd,,,ACN 635536551,Cromwell St,24,,,Collingwood,3066,Australia,info@zipdiag.com,+61393291167,www.zipdiag.com
176,DK-MF-000003990,Manufacturer,Denmark,SparMED ApS,1013648820,DK30898575,DK30898575,Ryttermarken ,2,,,Farum ,3520,Denmark,info@sparmed.dk,,www.sparmed.dk
177,DK-MF-000023156,Manufacturer,Denmark,Radiobotics ApS,38973231,,,Esplanaden,"8C, 1. tv",,,Copenhagen,1263 ,Denmark,info@radiobotics.com,,radiobotics.com
178,CA-MF-000013837,Manufacturer,Canada,Dental Wings Inc,,1168854140,Registraire des enterprises Québec,106 Rue Saint-Viateur E,,,,Montréal,H2T1A8,Canada,regulatory@dental-wings.com,,
179,SE-MF-000025669,Manufacturer,Sweden,NoseOption AB,SE556861229401,SE5568612294,,Observatoriegatan,5,Observatoriegatan 5,,Stockholm,113 29,Sweden,alexis.ruin@nosamed.com,,nosamed.com
180,XI-MF-000025474,Manufacturer,United Kingdom (Northern Ireland only),Daytot,,,NI687793,97 Saintfield Road,,,,Belfast,BT8 7HN,United Kingdom (Northern Ireland only),hi@daytotjourneys.com,,www.daytotjourneys.com
181,BE-MF-000003701,Manufacturer,Belgium,Nikkiso Belgium bv, BE0542825064, BE0542825064,Kruispuntbank van ondernemingen,Industriepark,6,,,Tienen,3300,Belgium,regulatory@nikkisomedical.com,+3216781770,www.nikkisomedical.com
182,DK-MF-000025631,Manufacturer,Denmark,Knop Elektronik A/S,28305249,,,Fabriksvej ,20,,,Struer,7600,Denmark,jan@knop.dk,+45 96 84 90 14,https://www.knop.dk/
183,IT-MF-000005992,Manufacturer,Italy,CHL Medical Solutions Srl,09346310965,,,Felice Cavallotti,15,,,Milano,20122,Italy,info@chlmedicalsolutions.com,+390200621261,
184,CN-MF-000024689,Manufacturer,China,"K-MED CO., LTD",,,913210030710796332,"Rm 501, No.18 West Wenchang Road",,,,"Yangzhou City, Jiangsu",225009,China,INFO@K-MED.COM.CN,,
185,CN-MF-000025929,Manufacturer,China,"Chengdu Besmile Medical Technology Co., Ltd.",,,91510100MA6BXF4711,"No.9,Sec.2, Shengwucheng North Rd., Chengdu Tianfu International Bio-Town, Shuangliu District",,,,"Chengdu, Sichuan",610200,China,79802494@qq.com,,
186,CN-MF-000025927,Manufacturer,China,"Guangdong TiDaKang Medical Technology Co., Ltd.",,,91442000351939669X,"1, 4 and 5 floor of The Second Row, No.30 of JinHong Road, PingNan Industrial Area, SanXiang Town",,,,"ZhongShan City, Guangdong",528463,China,Zra2006061@126.com,,
187,ES-MF-000025780,Manufacturer,Spain,Ortoiberica S.L.,ESB33067505,ESB33067505,,Parque Tecnologico de Asturias,PARCELA 1,,,LLANERA,33428,Spain,welcome@ortoiberica.es,+34985794800,www.ortoiberica.es
188,CN-MF-000025849,Manufacturer,China,"Guangdong Xinyu Electronic and Technology Co., Ltd.",,,," CuiCheng Road, Cuiheng New District",42 ,,,Zhongshan,528400,China,rita@xy-scale.com,86-760-89921290,www.xy-scale.com
189,CZ-MF-000001824,Manufacturer,Czech Republic,DEYMED Diagnostic s.r.o.,CZ25284584,CZ25284584,"Regional Court in Hradec Kralove, Section C, File no. 12882",Kudrnáčova 533,,,,Hronov,54931,Czech Republic,regulatory@deymed.com,+420491481038,www.deymed.com
190,NL-MF-000005790,Manufacturer,Netherlands,Eurotrol B.V.,NL009139448B01,NL009139448,09067367,Keplerlaan,20,,,Ede,6716BS,Netherlands,office@eurotrol.com,+31 318 695777,https://www.eurotrol.com
191,PK-MF-000025979,Manufacturer,Pakistan,MEDISTAR INSTRUMENTS CO.,,,9630979,"NEW MIANA PURA, EAST ROARAS ROAD",,,,Sialkot,51310,Pakistan,medistaroffice@gmail.com,+93 3006123481,www.medistarinst.com
192,US-MF-000022109,Manufacturer,United States,"PSI/EYE-KO, Inc.",,,,Corporate Centre Drive,804,,,O'Fallon,63368,United States,info@anodynesurgical.com,800-428-5628,https://www.anodynesurgical.com
193,XI-MF-000004230,Manufacturer,United Kingdom (Northern Ireland only),HeartSine Technologies Ltd,GB 726637123,,,Airport Road West,207,,,Belfast,BT3 9ED,United Kingdom (Northern Ireland only),dlirlheartsineregulatory@stryker.com,+44 0 28 90 93 94 00,heartsine.com
194,FR-MF-000025700,Manufacturer,France,SAVOY PROTECT,FR82832110514,FR83211051400011,832110514,boulevard du Chevran,37,,,CLUSES,74300,France,protect@savoy-international.com,,https://protect.savoy-international.com
195,NO-MF-000000012,Manufacturer,Norway,Laerdal Medical AS,979 484 488,979 484 488,The Brønnøysund Register Centre,Tanke Svilandsgate,30,,377,Stavanger,4002,Norway,Mari.Kaada@laerdal.com,+47 51511630,www.laerdal.com
196,DE-MF-000005100,Manufacturer,Germany,Möller Medical GmbH,DE112412704,DE3459012,HRB5504,Wasserkuppenstraße,29-31,,,Fulda,36043,Germany,info@moeller-medical.com,+49 661 941 95 0,www.moeller-medical.com
197,SE-MF-000024614,Manufacturer,Sweden,Histolab Products AB,SE5560986811,SE5560986811,5560986811,Södra Långebergsgatan,36,,,Askim,43632,Sweden,mail@histolab.se,0046317093030,www.histolab.se
198,IL-MF-000015363,Manufacturer,Israel,New NI Medical (2011) Ltd.,,,,Hatidhar,5,,,Raanana,4366507,Israel,igor@ni-medical.com,,
199,DE-MF-000007090,Manufacturer,Germany,Vyaire Medical GmbH,DE225 916 990,,HRB 7004 Würzburg,Leibnizstrasse,7,,,Hoechberg,97204,Germany,jared.cardon@vyaire.com,+49 931 4972 111,www.vyaire.com
200,AT-MF-000025705,Manufacturer,Austria,FIANOSTICS GmbH,ATU 69280459,ATEOS1000069847,FN 427731t,Viktor Kaplan Strasse ,2,,,Wiener Neustadt,2700,Austria,office@fianostics.at,+43262227514,www.fianostics.at
201,CN-MF-000016463,Manufacturer,China,"Shenzhen Homed Medical Device CO., Ltd",,,,"3rd Floor, Block 1, Longquan Industrial zone, HuaRong Road,  Dalang Street, LongHua New District",,,518109,Shenzhen,518109,China,info@homedgroup.com,+8676938939168,www.homedgroup.com
202,NL-MF-000010952,Manufacturer,Netherlands,CloudCuddle,65618696,NL856188591,Kamer van Koophandel,Laan van Vollenhove,3227,,,Zeist,3706 AR,Netherlands,info@cloudcuddle.com,,https://www.cloudcuddle.com
203,DE-MF-000025903,Manufacturer,Germany,Hänsler Medical GmbH,DE144016334,DE3130673,HRB520359,Nordring,8,,,Iffezheim,76473,Germany,info@haensler-medical.com,07229 3046 0,www.haensler-medical.de
204,TW-MF-000003315,Manufacturer,Taiwan,Heartway Medical Products Co. Ltd,,,,"No.18, Jingke Central 1st Rd., Nantun Dist",,,,Taichung City,408018,Taiwan,sales@heartway.com.tw,+886 4 23583232,http://www.heartway.com.tw/
205,CN-MF-000018412,Manufacturer,China,"MicroPort NaviBot (Suzhou) Co., Ltd.",,,," Fengli Street, Suzhou Industrial Park",No.151 ,No.3 Workshop,,Suzhou,201203,China,orthobot@microport.com,+86 (21) 38954600,
206,CH-MF-000013480,Manufacturer,Switzerland,MPS Precimed SA,CHE-407.251.835 TVA,,CHE-407.251.835,Chemin du Long-Champ,95,,,Biel-Bienne,2504,Switzerland,info@mpsprecimed.com,+41323449200,https://www.mpsag.com/en/markets/orthopaedic-surgery-traumatology/
207,CN-MF-000025731,Manufacturer,China,"Dongguan XuBang Plastic Technology Co.,Ltd.",,No EORI,914419000767175698,East 1st Road,No.1," Nange, Binchong, Daojiao Town",,"Dongguan, Guangdong",523833,China,luozhenxb@foxmail.com,,
208,CN-MF-000025926,Manufacturer,China,"Guangdong BESTEK Medical Devices Co.,Ltd.",,,91440300661017424L,"3rd Floor,No.358 Baotian 1st Road,Tiegang Community,Xixiang Street,Bao'an District",,,,"Shenzhen,Guangdong province",518102,China,cs@bestek.com,,
209,KR-MF-000011833,Manufacturer,Republic of Korea,"InBody Co., Ltd.",,,220-81-13603,"InBody Bldg, 625, Eonju-ro, Gangnam-gu, Seoul, 06106 Korea",,,,Seoul,06106,Republic of Korea,boram9692@inbody.com,+82 10-9596-9692,https://inbody.com/en
210,JP-MF-000007443,Manufacturer,Japan,ASTI CORPORATION,,,,"Shinmiyakoda, Kita-ku ",1-5-1,,,"Hamamatsu, Shizuoka",431-2103,Japan,medical@asti.co.jp,+81 53 428 5644,https://www.asti.co.jp/e/
211,CN-MF-000025756,Manufacturer,China,"Shandong Dongfang Mingxuan Electronic Technology Co. , Ltd",,,91370303MABM8X1N58," Liuquan Road, Keyuan sub district office, Zhangdian District",No. 240,,,"Zibo City, Shandong Province",255000,China,dongfangmingxuan@163.com,+86-533-6126889,
212,KR-MF-000025720,Manufacturer,Republic of Korea,"DOCTORSUPPLY CO.,Ltd",,,2128191234,"7, Garak-ro 42-gil",,Songpa-gu,,Seoul,05636,Republic of Korea,ksc@doctorsupply.co.kr,+82 10 9130 4657,www.doctorsupply.co.kr
213,JP-MF-000022101,Manufacturer,Japan,"Techno Medica Co.,Ltd.",,,,"5-5-1 Nakamachidai, Tsuzuki-ku",,,,Yokohama,224-0041,Japan,overseas@technomedica.co.jp,+81459481967,https://www.technomedica.co.jp/t01/EnglishPage/index.html
214,JP-MF-000025468,Manufacturer,Japan,Tokyo Boeki Medisys Inc.,,,,"Higashitoyoda, Hino",1-14-21,,,Tokyo,191-0052,Japan,hiroyuki.aoki@tb-medisys.co.jp,+81 42 587 2965,https://www.tb-medisys.co.jp/english/
215,KR-MF-000022784,Manufacturer,Republic of Korea,QuantaMatrix Inc.,,,119-86-35864,"B-15F,16F,17F,20F, BYC Highcity, 131, Gasan digital 1-ro,",,"Geumcheon-gu,",,Seoul ,08506,Republic of Korea,qmra@quantamatrix.com,,
216,FR-MF-000000296,Manufacturer,France,Laboratoires I2M,FR81341974202,FR34197420200036,87B218,Fossés saint julien,16 bis,,200,CAEN,14000,France,philippe.desnos@i2m-labs.com,+33231502930,www.transpiration.biz
217,MY-MF-000025441,Manufacturer,Malaysia,Neatness Group Sdn.Bhd,,,,"20-1, Jalan Awan Makmur, Taman OUG Square",,,,Kuala Lumpur,58200,Malaysia,info@theneatnessgroup.com,+60182505460,www.theneatnessgroup.com
218,CN-MF-000025925,Manufacturer,China,"Mcreat (Guangzhou) Bio-tech Co.,Ltd",,,91440101MA5ATMLP1U,"1st Floor B14 and B15, Huachuang Industry Area,Jinshan Cun,Shiqi Town,Panyu District",,,,"Guangzhou, Guangdong",511450,China,info@mcreatmedical.com,,
219,US-MF-000012766,Manufacturer,United States,TEI Biosciences Inc.,,,,Elkins Street,7,,,"Boston, MA",02127​,United States,emea.info@integralife.com,,
220,CA-MF-000011975,Manufacturer,Canada,Derma Sciences Inc.,,,,Shorting Road,104,,,"Scarborough, ON",M1S 3S4,Canada,emea.info@integralife.com,,
221,US-MF-000009189,Manufacturer,United States,Integra LifeSciences Production Corporation,,,,Cabot Boulevard,11,,,"Mansfield, MA",02048,United States,emea.info@integralife.com,,
222,DE-MF-000011889,Manufacturer,Germany,Theodor Labarre Werkstätte für silb. chirurg. Instrumente GmbH,DE1455469346,,HRB530285,Robert-Bosch-Strasse,17/4,,,Wangen,73117,Germany,th@labarre-gmbh.de,+49 7161 914400,http://www.labarre-gmbh.de/
223,TR-MF-000016259,Manufacturer,Turkey,DÜZEY MEDİKAL CİHAZLAR SANAYİ TİC. LTD. ŞTİ.,3230492189,,2667269114202,Ozyaman,23/A,,,İSTANBUL,34947,Turkey,info@duzeymedical.com,902163955505,www.duzeymedical.com
224,DE-MF-000007090,Manufacturer,Germany,Vyaire Medical GmbH,DE225 916 990,,HRB 7004 Würzburg,Leibnizstrasse,7,,,Hoechberg,97204,Germany,jared.cardon@vyaire.com,+49 931 4972 111,www.vyaire.com
225,DE-MF-000011423,Manufacturer,Germany,Rema-Medizintechnik GmbH,DE295809605,DE3154475,HRB460220,Unter Hasslen,14,,,Tuttlingen,78532,Germany,info@rema-surgery.de,+49 746292390,www.dewimed.de
